,"['Accurate Color Representation', 'Blue/Green Color Cast']_1","['Accurate Color Representation', 'Blue/Green Color Cast']_2","['Backlit Subjects', 'Frontlit Subjects']_1","['Backlit Subjects', 'Frontlit Subjects']_2","['Soft Focus', 'Sharp Detail']_1","['Soft Focus', 'Sharp Detail']_2","['Wide Angle', 'Macro']_1","['Wide Angle', 'Macro']_2","['Underexposed', 'Overexposed']_1","['Underexposed', 'Overexposed']_2","['Shallow Depth of Field', 'Deep Depth of Field']_1","['Shallow Depth of Field', 'Deep Depth of Field']_2","['High ISO Noise', 'Low ISO Clarity']_1","['High ISO Noise', 'Low ISO Clarity']_2","['Filtered Light', 'Direct Light']_1","['Filtered Light', 'Direct Light']_2","['Dynamic Movement', 'Static Calm']_1","['Dynamic Movement', 'Static Calm']_2","['Clarity', 'Murkiness']_1","['Clarity', 'Murkiness']_2","['Textured Surfaces', 'Smooth Surfaces']_1","['Textured Surfaces', 'Smooth Surfaces']_2","['Top-Down View', 'Eye-Level View']_1","['Top-Down View', 'Eye-Level View']_2","['Natural Ambient Light', 'Artificial Light']_1","['Natural Ambient Light', 'Artificial Light']_2","['Unaltered Colors', 'Color Enhanced']_1","['Unaltered Colors', 'Color Enhanced']_2","['Organic Shapes', 'Geometric Structures']_1","['Organic Shapes', 'Geometric Structures']_2","['Silhouetted', 'Illuminated Subjects']_1","['Silhouetted', 'Illuminated Subjects']_2","['Foreground Interest', 'Background Dominance']_1","['Foreground Interest', 'Background Dominance']_2"
./uieb_dataset/reference-890/716_img_.png,0.212,0.788,0.385,0.615,0.1582,0.842,0.7056,0.2942,0.3923,0.6074,0.2598,0.74,0.0827,0.9175,0.212,0.788,0.504,0.496,0.4111,0.589,0.248,0.752,0.874,0.126,0.604,0.396,0.4805,0.5195,0.3452,0.655,0.4036,0.596,0.916,0.08386
./uieb_dataset/reference-890/517_img_.png,0.02443,0.9756,0.1919,0.808,0.05835,0.942,0.3074,0.693,0.248,0.752,0.044,0.956,0.3452,0.655,0.7773,0.2227,0.2942,0.7056,0.967,0.03308,0.752,0.248,0.785,0.2147,0.899,0.1009,0.291,0.709,0.0656,0.9346,0.0619,0.938,0.743,0.2568
./uieb_dataset/reference-890/226_img_.png,0.381,0.6187,0.4377,0.562,0.461,0.539,0.9546,0.04535,0.8916,0.1082,0.1624,0.8374,0.0804,0.9194,0.4883,0.5117,0.1009,0.899,0.5234,0.4766,0.813,0.1871,0.7056,0.2942,0.829,0.171,0.8726,0.1277,0.2659,0.734,0.2659,0.734,0.9756,0.02443
./uieb_dataset/reference-890/30_img_.png,0.4648,0.535,0.3887,0.6113,0.248,0.752,0.8774,0.1225,0.4,0.6,0.05664,0.9434,0.06097,0.939,0.314,0.686,0.4688,0.5312,0.961,0.03906,0.4922,0.508,0.669,0.331,0.85,0.15,0.5776,0.4226,0.03622,0.964,0.4187,0.5815,0.824,0.1755
./uieb_dataset/reference-890/723_img_.png,0.3486,0.6514,0.5312,0.4688,0.2173,0.7827,0.04083,0.959,0.615,0.385,0.1688,0.831,0.212,0.788,0.731,0.269,0.1646,0.8354,0.887,0.1128,0.615,0.385,0.8374,0.1624,0.7773,0.2227,0.796,0.2043,0.8633,0.1366,0.4766,0.5234,0.9785,0.02129
./uieb_dataset/reference-890/910_img_.png,0.02065,0.9795,0.3108,0.6895,0.1666,0.8335,0.848,0.152,0.658,0.3416,0.07477,0.9253,0.2043,0.796,0.3108,0.6895,0.457,0.543,0.842,0.1582,0.248,0.752,0.508,0.4922,0.876,0.1242,0.6724,0.3276,0.1561,0.8438,0.3008,0.699,0.905,0.09534
./uieb_dataset/reference-890/11064.png,0.6724,0.3276,0.4226,0.5776,0.7607,0.2394,0.593,0.4072,0.3108,0.6895,0.06097,0.939,0.1824,0.8174,0.8335,0.1666,0.4302,0.57,0.906,0.094,0.746,0.254,0.543,0.457,0.921,0.0792,0.551,0.4495,0.7026,0.2974,0.269,0.731,0.8438,0.1561
./uieb_dataset/reference-890/139_img_.png,0.3276,0.6724,0.385,0.615,0.0526,0.9473,0.457,0.543,0.171,0.829,0.2366,0.7637,0.0981,0.902,0.385,0.615,0.304,0.696,0.2783,0.7217,0.7217,0.2783,0.876,0.1242,0.85,0.15,0.848,0.152,0.4648,0.535,0.04813,0.9517,0.801,0.1993
./uieb_dataset/reference-890/190_img_.png,0.07477,0.9253,0.1225,0.8774,0.1582,0.842,0.8105,0.1896,0.769,0.231,0.1755,0.824,0.0914,0.9087,0.4263,0.5737,0.2147,0.785,0.82,0.18,0.86,0.1404,0.7153,0.2847,0.808,0.1919,0.755,0.2451,0.3416,0.658,0.2018,0.7983,0.9863,0.01363
./uieb_dataset/reference-890/872_img_.png,0.2878,0.7124,0.3523,0.648,0.547,0.4534,0.938,0.0619,0.4302,0.57,0.0534,0.947,0.2173,0.7827,0.1225,0.8774,0.7153,0.2847,0.758,0.2422,0.1561,0.8438,0.6226,0.3774,0.734,0.2659,0.5156,0.4844,0.1366,0.8633,0.709,0.291,0.4456,0.5547
./uieb_dataset/reference-890/419_img_.png,0.1646,0.8354,0.2366,0.7637,0.2255,0.7744,0.9136,0.0863,0.3486,0.6514,0.01942,0.9805,0.3774,0.6226,0.539,0.461,0.1082,0.8916,0.734,0.2659,0.171,0.829,0.7153,0.2847,0.6,0.4,0.4187,0.5815,0.06757,0.9326,0.07697,0.923,0.535,0.4648
./uieb_dataset/reference-890/832_img_.png,0.0792,0.921,0.3174,0.6826,0.7188,0.2815,0.8916,0.1082,0.887,0.1128,0.1348,0.865,0.07263,0.9272,0.648,0.3523,0.0575,0.9424,0.9263,0.07367,0.8687,0.1312,0.5234,0.4766,0.915,0.0851,0.6406,0.3594,0.4534,0.547,0.254,0.746,0.984,0.0159
./uieb_dataset/reference-890/460_img_.png,0.1312,0.8687,0.3452,0.655,0.1461,0.854,0.4417,0.558,0.4805,0.5195,0.0914,0.9087,0.1128,0.887,0.699,0.3008,0.04025,0.96,0.9316,0.06854,0.604,0.396,0.7827,0.2173,0.8726,0.1277,0.251,0.749,0.0876,0.9126,0.4766,0.5234,0.842,0.1582
./uieb_dataset/reference-890/360_img_.png,0.4648,0.535,0.3486,0.6514,0.212,0.788,0.3486,0.6514,0.4036,0.596,0.03732,0.963,0.5156,0.4844,0.154,0.8457,0.793,0.2069,0.5776,0.4226,0.15,0.85,0.9355,0.06464,0.4072,0.593,0.4688,0.5312,0.3594,0.6406,0.801,0.1993,0.3074,0.693
./uieb_dataset/reference-890/499_img_.png,0.22,0.78,0.248,0.752,0.2095,0.7905,0.5156,0.4844,0.331,0.669,0.0656,0.9346,0.2422,0.758,0.2338,0.766,0.865,0.1348,0.945,0.055,0.1993,0.801,0.5312,0.4688,0.85,0.15,0.5,0.5,0.12085,0.879,0.4377,0.562,0.37,0.63
./uieb_dataset/reference-890/141_img_.png,0.0336,0.9663,0.543,0.457,0.7773,0.2227,0.772,0.2281,0.8633,0.1366,0.1755,0.824,0.08154,0.9185,0.6406,0.3594,0.291,0.709,0.881,0.1192,0.842,0.1582,0.626,0.3738,0.752,0.248,0.5117,0.4883,0.3345,0.6655,0.0995,0.9004,0.988,0.01243
./uieb_dataset/reference-890/207_img_.png,0.06097,0.939,0.1755,0.824,0.693,0.3074,0.8774,0.1225,0.879,0.12085,0.1348,0.865,0.04147,0.9585,0.4688,0.5312,0.0927,0.907,0.769,0.231,0.856,0.1442,0.57,0.4302,0.854,0.1461,0.693,0.3074,0.2974,0.7026,0.1871,0.813,0.994,0.005642
./uieb_dataset/reference-890/348_img_.png,0.2783,0.7217,0.4648,0.535,0.1128,0.887,0.5776,0.4226,0.0496,0.95,0.04083,0.959,0.1624,0.8374,0.4805,0.5195,0.0851,0.915,0.461,0.539,0.4456,0.5547,0.796,0.2043,0.831,0.1688,0.434,0.566,0.05835,0.942,0.461,0.539,0.4036,0.596
./uieb_dataset/reference-890/65_img_.png,0.1603,0.84,0.1624,0.8374,0.00986,0.99,0.8438,0.1561,0.7153,0.2847,0.2281,0.772,0.1128,0.887,0.3208,0.679,0.1366,0.8633,0.8633,0.1366,0.5547,0.4456,0.854,0.1461,0.699,0.3008,0.7637,0.2366,0.07697,0.923,0.363,0.637,0.923,0.07697
./uieb_dataset/reference-890/100_img_.png,0.4226,0.5776,0.2878,0.7124,0.03677,0.9634,0.788,0.212,0.0967,0.9033,0.11127,0.8887,0.1023,0.8975,0.272,0.728,0.08154,0.9185,0.4036,0.596,0.304,0.696,0.929,0.07056,0.749,0.251,0.655,0.3452,0.2255,0.7744,0.02097,0.979,0.8438,0.1561
./uieb_dataset/reference-890/328_img_.png,0.3452,0.655,0.496,0.504,0.964,0.03622,0.6113,0.3887,0.585,0.4148,0.2255,0.7744,0.07056,0.929,0.5273,0.4727,0.543,0.457,0.8633,0.1366,0.37,0.63,0.808,0.1919,0.749,0.251,0.852,0.1481,0.381,0.6187,0.1225,0.8774,0.8975,0.1023
./uieb_dataset/reference-890/857_img_.png,0.01116,0.989,0.0716,0.928,0.01017,0.9897,0.3074,0.693,0.4,0.6,0.08154,0.9185,0.7124,0.2878,0.6514,0.3486,0.212,0.788,0.4417,0.558,0.743,0.2568,0.916,0.08386,0.272,0.728,0.589,0.4111,0.8335,0.1666,0.0237,0.976,0.986,0.01428
./uieb_dataset/reference-890/301_img_.png,0.8857,0.1144,0.6895,0.3108,0.758,0.2422,0.0656,0.9346,0.254,0.746,0.1294,0.8706,0.1968,0.803,0.604,0.396,0.6187,0.381,0.6333,0.3667,0.3887,0.6113,0.644,0.3557,0.8857,0.1144,0.593,0.4072,0.3381,0.662,0.858,0.1422,0.3416,0.658
./uieb_dataset/reference-890/193_img_.png,0.0914,0.9087,0.566,0.434,0.1824,0.8174,0.8975,0.1023,0.2466,0.7534,0.07587,0.9243,0.3667,0.6333,0.5547,0.4456,0.231,0.769,0.1755,0.824,0.8223,0.1779,0.0851,0.915,0.686,0.314,0.57,0.4302,0.381,0.6187,0.291,0.709,0.867,0.1329
./uieb_dataset/reference-890/10945.png,0.4648,0.535,0.4263,0.5737,0.731,0.269,0.7056,0.2942,0.2338,0.766,0.02065,0.9795,0.2815,0.7188,0.7026,0.2974,0.381,0.6187,0.1461,0.854,0.4072,0.593,0.2568,0.743,0.808,0.1919,0.2751,0.725,0.808,0.1919,0.8857,0.1144,0.461,0.539
./uieb_dataset/reference-890/881_img_.png,0.496,0.504,0.251,0.749,0.22,0.78,0.977,0.02298,0.2568,0.743,0.07477,0.9253,0.0914,0.9087,0.457,0.543,0.0601,0.94,0.508,0.4922,0.6333,0.3667,0.808,0.1919,0.9175,0.0827,0.6187,0.381,0.272,0.728,0.7373,0.263,0.906,0.094
./uieb_dataset/reference-890/2677.png,0.363,0.637,0.5117,0.4883,0.4263,0.5737,0.7607,0.2394,0.74,0.2598,0.254,0.746,0.508,0.4922,0.1993,0.801,0.6113,0.3887,0.4036,0.596,0.04742,0.9526,0.8916,0.1082,0.535,0.4648,0.662,0.3381,0.566,0.434,0.1097,0.89,0.7637,0.2366
./uieb_dataset/reference-890/566_img_.png,0.5273,0.4727,0.615,0.385,0.89,0.1097,0.8354,0.1646,0.22,0.78,0.2018,0.7983,0.0995,0.9004,0.508,0.4922,0.8438,0.1561,0.7153,0.2847,0.4883,0.5117,0.457,0.543,0.905,0.09534,0.856,0.1442,0.547,0.4534,0.0592,0.941,0.676,0.3242
./uieb_dataset/reference-890/720_img_.png,0.3523,0.648,0.3923,0.6074,0.535,0.4648,0.968,0.0321,0.728,0.272,0.055,0.945,0.0876,0.9126,0.4766,0.5234,0.1422,0.858,0.865,0.1348,0.381,0.6187,0.4648,0.535,0.8774,0.1225,0.585,0.4148,0.1848,0.8154,0.8438,0.1561,0.801,0.1993
./uieb_dataset/reference-890/24_img_.png,0.5273,0.4727,0.539,0.461,0.74,0.2598,0.1082,0.8916,0.679,0.3208,0.1192,0.881,0.1666,0.8335,0.5547,0.4456,0.7773,0.2227,0.981,0.01883,0.3108,0.6895,0.5776,0.4226,0.803,0.1968,0.7056,0.2942,0.5737,0.4263,0.07697,0.923,0.8916,0.1082
./uieb_dataset/reference-890/92_img_.png,0.126,0.874,0.558,0.4417,0.4495,0.551,0.1666,0.8335,0.947,0.0534,0.2568,0.743,0.11755,0.8823,0.63,0.37,0.1603,0.84,0.766,0.2338,0.9136,0.0863,0.796,0.2043,0.709,0.291,0.3738,0.626,0.709,0.291,0.09534,0.905,0.956,0.044
./uieb_dataset/reference-890/571_img_.png,0.314,0.686,0.2659,0.734,0.2568,0.743,0.876,0.1242,0.7188,0.2815,0.3416,0.658,0.10376,0.8965,0.7124,0.2878,0.1943,0.8057,0.696,0.304,0.728,0.272,0.7637,0.2366,0.801,0.1993,0.6514,0.3486,0.4727,0.5273,0.2095,0.7905,0.916,0.08386
./uieb_dataset/reference-890/196_img_.png,0.06464,0.9355,0.1968,0.803,0.558,0.4417,0.848,0.152,0.709,0.291,0.1294,0.8706,0.0716,0.928,0.558,0.4417,0.0967,0.9033,0.8706,0.1294,0.9185,0.08154,0.4534,0.547,0.8887,0.11127,0.655,0.3452,0.1968,0.803,0.12085,0.879,0.99,0.00971
./uieb_dataset/reference-890/62_img_.png,0.4883,0.5117,0.4922,0.508,0.796,0.2043,0.9473,0.0526,0.4766,0.5234,0.2095,0.7905,0.04083,0.959,0.887,0.1128,0.044,0.956,0.9546,0.04535,0.508,0.4922,0.3667,0.6333,0.84,0.1603,0.725,0.2751,0.615,0.385,0.05835,0.942,0.9614,0.03845
./uieb_dataset/reference-890/425_img_.png,0.272,0.728,0.4036,0.596,0.2942,0.7056,0.893,0.1067,0.6895,0.3108,0.0592,0.941,0.1366,0.8633,0.686,0.314,0.1624,0.8374,0.755,0.2451,0.5,0.5,0.496,0.504,0.831,0.1688,0.4377,0.562,0.3345,0.6655,0.8457,0.154,0.772,0.2281
./uieb_dataset/reference-890/315_img_.png,0.566,0.434,0.3208,0.679,0.1023,0.8975,0.10376,0.8965,0.1755,0.824,0.01883,0.981,0.596,0.4036,0.4495,0.551,0.1225,0.8774,0.9097,0.0901,0.6226,0.3774,0.808,0.1919,0.4922,0.508,0.331,0.669,0.1128,0.887,0.2598,0.74,0.396,0.604
./uieb_dataset/reference-890/356_img_.png,0.3276,0.6724,0.363,0.637,0.5737,0.4263,0.539,0.461,0.5737,0.4263,0.0804,0.9194,0.1968,0.803,0.4727,0.5273,0.4302,0.57,0.9272,0.07263,0.3276,0.6724,0.644,0.3557,0.772,0.2281,0.385,0.615,0.1144,0.8857,0.7773,0.2227,0.766,0.2338
./uieb_dataset/reference-890/336_img_.png,0.562,0.4377,0.508,0.4922,0.461,0.539,0.8105,0.1896,0.3923,0.6074,0.05185,0.948,0.1993,0.801,0.5117,0.4883,0.5234,0.4766,0.752,0.248,0.535,0.4648,0.3594,0.6406,0.854,0.1461,0.4766,0.5234,0.3594,0.6406,0.7637,0.2366,0.6226,0.3774
./uieb_dataset/reference-890/150_img_.png,0.0575,0.9424,0.254,0.746,0.8774,0.1225,0.655,0.3452,0.8633,0.1366,0.1082,0.8916,0.03568,0.9644,0.5156,0.4844,0.02718,0.9727,0.907,0.0927,0.6826,0.3174,0.4495,0.551,0.7773,0.2227,0.6895,0.3108,0.263,0.7373,0.461,0.539,0.9883,0.01169
./uieb_dataset/reference-890/633_img_.png,0.07806,0.922,0.4187,0.5815,0.4805,0.5195,0.699,0.3008,0.85,0.15,0.0981,0.902,0.2255,0.7744,0.803,0.1968,0.1968,0.803,0.669,0.331,0.8267,0.1733,0.547,0.4534,0.8457,0.154,0.4148,0.585,0.4302,0.57,0.1144,0.8857,0.9746,0.02556
./uieb_dataset/reference-890/732_img_.png,0.094,0.906,0.4922,0.508,0.5234,0.4766,0.9272,0.07263,0.7217,0.2783,0.1422,0.858,0.04208,0.958,0.1404,0.86,0.6,0.4,0.9497,0.05032,0.4036,0.596,0.734,0.2659,0.8965,0.10376,0.2878,0.7124,0.3557,0.644,0.1968,0.803,0.99,0.00986
./uieb_dataset/reference-890/533_img_.png,0.2451,0.755,0.3074,0.693,0.5234,0.4766,0.547,0.4534,0.3667,0.6333,0.05835,0.942,0.6074,0.3923,0.585,0.4148,0.4036,0.596,0.8687,0.1312,0.6826,0.3174,0.929,0.07056,0.8374,0.1624,0.551,0.4495,0.658,0.3416,0.03162,0.9683,0.7744,0.2255
./uieb_dataset/reference-890/887_img_.png,0.4036,0.596,0.3208,0.679,0.1943,0.8057,0.3557,0.644,0.6226,0.3774,0.0792,0.921,0.0827,0.9175,0.37,0.63,0.881,0.1192,0.9614,0.03845,0.4534,0.547,0.57,0.4302,0.881,0.1192,0.496,0.504,0.06464,0.9355,0.4148,0.585,0.4883,0.5117
./uieb_dataset/reference-890/786_img_.png,0.2815,0.7188,0.461,0.539,0.902,0.0981,0.9756,0.02443,0.867,0.1329,0.1348,0.865,0.1128,0.887,0.3416,0.658,0.4072,0.593,0.8843,0.11597,0.251,0.749,0.604,0.396,0.8843,0.11597,0.4534,0.547,0.2974,0.7026,0.15,0.85,0.929,0.07056
./uieb_dataset/reference-890/413_img_.png,0.2783,0.7217,0.3381,0.662,0.4922,0.508,0.7026,0.2974,0.57,0.4302,0.1442,0.856,0.1329,0.867,0.669,0.331,0.2255,0.7744,0.962,0.0379,0.585,0.4148,0.331,0.669,0.9346,0.0656,0.78,0.22,0.558,0.4417,0.2422,0.758,0.867,0.1329
./uieb_dataset/reference-890/469_img_.png,0.4766,0.5234,0.3774,0.6226,0.9087,0.0914,0.8975,0.1023,0.658,0.3416,0.04672,0.953,0.2227,0.7773,0.86,0.1404,0.0223,0.9775,0.887,0.1128,0.813,0.1871,0.3074,0.693,0.8916,0.1082,0.585,0.4148,0.5234,0.4766,0.3416,0.658,0.9443,0.05582
./uieb_dataset/reference-890/490_img_.png,0.2069,0.793,0.5156,0.4844,0.3594,0.6406,0.829,0.171,0.679,0.3208,0.0967,0.9033,0.11127,0.8887,0.7827,0.2173,0.0575,0.9424,0.4226,0.5776,0.85,0.15,0.6514,0.3486,0.693,0.3074,0.648,0.3523,0.2974,0.7026,0.385,0.615,0.876,0.1242
./uieb_dataset/reference-890/56_img_.png,0.1461,0.854,0.4036,0.596,0.615,0.385,0.879,0.12085,0.852,0.1481,0.1943,0.8057,0.0601,0.94,0.6187,0.381,0.09534,0.905,0.856,0.1442,0.746,0.254,0.457,0.543,0.8267,0.1733,0.8438,0.1561,0.1824,0.8174,0.4226,0.5776,0.988,0.01243
./uieb_dataset/reference-890/845_img_.png,0.551,0.4495,0.4766,0.5234,0.9253,0.07477,0.9487,0.0511,0.3557,0.644,0.1009,0.899,0.2751,0.725,0.7905,0.2095,0.05032,0.9497,0.626,0.3738,0.803,0.1968,0.63,0.37,0.895,0.1052,0.8267,0.1733,0.749,0.251,0.2018,0.7983,0.9736,0.02635
./uieb_dataset/reference-890/515_img_.png,0.1779,0.8223,0.3887,0.6113,0.2878,0.7124,0.658,0.3416,0.6226,0.3774,0.0511,0.9487,0.1824,0.8174,0.434,0.566,0.562,0.4377,0.988,0.01243,0.5195,0.4805,0.9175,0.0827,0.7905,0.2095,0.3923,0.6074,0.0223,0.9775,0.1624,0.8374,0.648,0.3523
./uieb_dataset/reference-890/166_img_.png,0.08154,0.9185,0.3008,0.699,0.752,0.248,0.0967,0.9033,0.725,0.2751,0.3523,0.648,0.1082,0.8916,0.725,0.2751,0.05664,0.9434,0.939,0.06097,0.9185,0.08154,0.686,0.314,0.772,0.2281,0.74,0.2598,0.57,0.4302,0.0379,0.962,0.996,0.003944
./uieb_dataset/reference-890/635_img_.png,0.2422,0.758,0.508,0.4922,0.6226,0.3774,0.9033,0.0967,0.6074,0.3923,0.0542,0.946,0.2598,0.74,0.63,0.37,0.589,0.4111,0.9355,0.06464,0.3008,0.699,0.3887,0.6113,0.867,0.1329,0.535,0.4648,0.0888,0.911,0.3774,0.6226,0.5234,0.4766
./uieb_dataset/reference-890/479_img_.png,0.171,0.829,0.543,0.457,0.734,0.2659,0.749,0.251,0.662,0.3381,0.2227,0.7773,0.06854,0.9316,0.755,0.2451,0.02263,0.9775,0.8887,0.11127,0.434,0.566,0.4302,0.57,0.879,0.12085,0.854,0.1461,0.5737,0.4263,0.251,0.749,0.9854,0.01473
./uieb_dataset/reference-890/798_img_.png,0.4036,0.596,0.2783,0.7217,0.1277,0.8726,0.679,0.3208,0.461,0.539,0.1624,0.8374,0.07806,0.922,0.4036,0.596,0.1666,0.8335,0.269,0.731,0.734,0.2659,0.593,0.4072,0.82,0.18,0.5737,0.4263,0.1128,0.887,0.2281,0.772,0.858,0.1422
./uieb_dataset/reference-890/219_img_.png,0.01099,0.989,0.4187,0.5815,0.1404,0.86,0.0379,0.962,0.9766,0.02333,0.331,0.669,0.1442,0.856,0.4377,0.562,0.0927,0.907,0.84,0.1603,0.8457,0.154,0.7373,0.263,0.788,0.212,0.658,0.3416,0.874,0.126,0.03964,0.9604,0.991,0.00871
./uieb_dataset/reference-890/841.png,0.3887,0.6113,0.755,0.2451,0.4534,0.547,0.5312,0.4688,0.4226,0.5776,0.0628,0.937,0.6895,0.3108,0.543,0.457,0.4417,0.558,0.251,0.749,0.07806,0.922,0.679,0.3208,0.508,0.4922,0.7744,0.2255,0.8267,0.1733,0.1943,0.8057,0.4456,0.5547
./uieb_dataset/reference-890/416_img_.png,0.562,0.4377,0.1481,0.852,0.3174,0.6826,0.929,0.07056,0.457,0.543,0.02405,0.976,0.263,0.7373,0.1919,0.808,0.1461,0.854,0.829,0.171,0.1871,0.813,0.4805,0.5195,0.731,0.269,0.4036,0.596,0.152,0.848,0.05664,0.9434,0.457,0.543
./uieb_dataset/reference-890/201_img_.png,0.4377,0.562,0.1733,0.8267,0.457,0.543,0.9004,0.0995,0.749,0.251,0.11597,0.8843,0.04886,0.951,0.543,0.457,0.0526,0.9473,0.8457,0.154,0.9087,0.0914,0.4883,0.5117,0.8687,0.1312,0.7637,0.2366,0.3452,0.655,0.3008,0.699,0.9873,0.012825
./uieb_dataset/reference-890/1660.png,0.728,0.272,0.6333,0.3667,0.699,0.3008,0.566,0.434,0.57,0.4302,0.1919,0.808,0.2974,0.7026,0.4456,0.5547,0.4302,0.57,0.08386,0.916,0.248,0.752,0.968,0.0321,0.8975,0.1023,0.8057,0.1943,0.749,0.251,0.434,0.566,0.7153,0.2847
./uieb_dataset/reference-890/612_img_.png,0.57,0.4302,0.304,0.696,0.4534,0.547,0.3276,0.6724,0.766,0.2338,0.2255,0.7744,0.2338,0.766,0.7827,0.2173,0.6,0.4,0.8354,0.1646,0.74,0.2598,0.363,0.637,0.9136,0.0863,0.785,0.2147,0.1848,0.8154,0.03845,0.9614,0.7773,0.2227
./uieb_dataset/reference-890/852_img_.png,0.2069,0.793,0.2069,0.793,0.2878,0.7124,0.94,0.0601,0.725,0.2751,0.0876,0.9126,0.1144,0.8857,0.1666,0.8335,0.911,0.0888,0.9775,0.0223,0.2069,0.793,0.5312,0.4688,0.854,0.1461,0.4263,0.5737,0.1871,0.813,0.272,0.728,0.728,0.272
./uieb_dataset/reference-890/849_img_.png,0.055,0.945,0.2227,0.7773,0.4456,0.5547,0.709,0.291,0.562,0.4377,0.04468,0.955,0.1896,0.8105,0.22,0.78,0.769,0.231,0.8975,0.1023,0.07056,0.929,0.251,0.749,0.585,0.4148,0.57,0.4302,0.0534,0.947,0.15,0.85,0.808,0.1919
./uieb_dataset/reference-890/683_img_.png,0.5,0.5,0.6406,0.3594,0.7217,0.2783,0.824,0.1755,0.5312,0.4688,0.1348,0.865,0.291,0.709,0.8057,0.1943,0.4072,0.593,0.9688,0.03114,0.4226,0.5776,0.566,0.434,0.865,0.1348,0.637,0.363,0.4922,0.508,0.0511,0.9487,0.9307,0.0695
./uieb_dataset/reference-890/773_img_.png,0.2783,0.7217,0.6724,0.3276,0.766,0.2338,0.3345,0.6655,0.626,0.3738,0.3523,0.648,0.03964,0.9604,0.693,0.3074,0.2255,0.7744,0.7744,0.2255,0.813,0.1871,0.547,0.4534,0.8438,0.1561,0.593,0.4072,0.3242,0.676,0.1312,0.8687,0.808,0.1919
./uieb_dataset/reference-890/869_img_.png,0.1755,0.824,0.37,0.63,0.547,0.4534,0.929,0.07056,0.9097,0.0901,0.1919,0.808,0.1461,0.854,0.648,0.3523,0.11127,0.8887,0.693,0.3074,0.696,0.304,0.4072,0.593,0.699,0.3008,0.655,0.3452,0.3594,0.6406,0.4187,0.5815,0.96,0.04025
./uieb_dataset/reference-890/386_img_.png,0.6187,0.381,0.37,0.63,0.04813,0.9517,0.2783,0.7217,0.953,0.04672,0.0534,0.947,0.1733,0.8267,0.5195,0.4805,0.8457,0.154,0.566,0.434,0.637,0.363,0.793,0.2069,0.829,0.171,0.385,0.615,0.7827,0.2173,0.2847,0.7153,0.7056,0.2942
./uieb_dataset/reference-890/715_img_.png,0.63,0.37,0.304,0.696,0.0914,0.9087,0.951,0.04886,0.212,0.788,0.02518,0.9746,0.07806,0.922,0.3074,0.693,0.05582,0.9443,0.5195,0.4805,0.1582,0.842,0.796,0.2043,0.772,0.2281,0.3887,0.6113,0.11597,0.8843,0.6826,0.3174,0.7124,0.2878
./uieb_dataset/reference-890/804_img_.png,0.865,0.1348,0.699,0.3008,0.8706,0.1294,0.637,0.363,0.8687,0.1312,0.3008,0.699,0.04147,0.9585,0.4036,0.596,0.4648,0.535,0.879,0.12085,0.596,0.4036,0.8174,0.1824,0.8687,0.1312,0.676,0.3242,0.648,0.3523,0.3523,0.648,0.858,0.1422
./uieb_dataset/reference-890/610_img_.png,0.1779,0.8223,0.1097,0.89,0.2815,0.7188,0.785,0.2147,0.1384,0.8613,0.1733,0.8267,0.1277,0.8726,0.4,0.6,0.589,0.4111,0.946,0.0542,0.7905,0.2095,0.6113,0.3887,0.907,0.0927,0.8843,0.11597,0.2281,0.772,0.0995,0.9004,0.725,0.2751
./uieb_dataset/reference-890/8_img_.png,0.615,0.385,0.2974,0.7026,0.693,0.3074,0.6074,0.3923,0.231,0.769,0.1755,0.824,0.1646,0.8354,0.7056,0.2942,0.644,0.3557,0.801,0.1993,0.7983,0.2018,0.921,0.0792,0.876,0.1242,0.615,0.385,0.396,0.604,0.3452,0.655,0.3381,0.662
./uieb_dataset/reference-890/263_img_.png,0.37,0.63,0.2069,0.793,0.1993,0.801,0.9556,0.04434,0.566,0.434,0.0671,0.933,0.3486,0.6514,0.2173,0.7827,0.1688,0.831,0.7744,0.2255,0.05032,0.9497,0.8887,0.11127,0.676,0.3242,0.5,0.5,0.2295,0.7705,0.2043,0.796,0.7637,0.2366
./uieb_dataset/reference-890/272_img_.png,0.1404,0.86,0.3523,0.648,0.74,0.2598,0.8726,0.1277,0.655,0.3452,0.1023,0.8975,0.07806,0.922,0.755,0.2451,0.03308,0.967,0.8374,0.1624,0.8726,0.1277,0.5815,0.4187,0.854,0.1461,0.788,0.212,0.4766,0.5234,0.504,0.496,0.9546,0.04535
./uieb_dataset/reference-890/545_img_.png,0.4036,0.596,0.5273,0.4727,0.434,0.566,0.4,0.6,0.7153,0.2847,0.0876,0.9126,0.11597,0.8843,0.5547,0.4456,0.1582,0.842,0.615,0.385,0.7637,0.2366,0.879,0.12085,0.848,0.152,0.921,0.0792,0.752,0.248,0.4456,0.5547,0.4883,0.5117
./uieb_dataset/reference-890/492_img_.png,0.0695,0.9307,0.543,0.457,0.3108,0.6895,0.7217,0.2783,0.7217,0.2783,0.1779,0.8223,0.1733,0.8267,0.669,0.331,0.655,0.3452,0.796,0.2043,0.6226,0.3774,0.381,0.6187,0.796,0.2043,0.461,0.539,0.2783,0.7217,0.1023,0.8975,0.9194,0.0804
